humidity,mq135_voltage,mq4_voltage,timestamp,temperature
80.28535889997569,0.588,1.663,2024-10-07 05:10:52.605030+00:00,28.12466367027373
78.6006672956724,0.231,1.184,2024-10-08 17:11:08.592215+00:00,26.83021576246829
79.05057015961594,0.215,1.187,2024-10-08 17:15:17.451546+00:00,26.87066697087721
46.48753864774756,0.263,1.039,2024-10-06 16:01:03.704054+00:00,23.58406701279455
70.20755133768917,0.278,1.168,2024-10-09 04:44:10.357749+00:00,28.44322213458363
80.08329882224302,0.582,1.6620000000000001,2024-10-07 04:57:35.709325+00:00,27.88700969526544
78.99345943670858,0.246,1.231,2024-10-09 07:31:28.849011+00:00,29.939956731931307
78.50947778215769,0.232,1.228,2024-10-09 06:21:47.435645+00:00,29.66184533397318
79.73269764433803,0.589,1.6420000000000001,2024-10-07 04:36:37.182685+00:00,27.957800173782744
85.11619969935106,0.231,1.213,2024-10-09 03:50:33.758482+00:00,27.74542890936136
79.79476832117618,0.23600000000000002,1.192,2024-10-08 17:22:53.149257+00:00,26.91617460260168
85.85651992386802,0.241,1.211,2024-10-09 03:39:56.880454+00:00,27.2954057837429
57.178190979855835,0.562,1.391,2024-10-06 16:27:47.973351+00:00,25.247576854215005
84.32844236322929,0.231,1.201,2024-10-09 03:58:14.765521+00:00,27.957800173782744
78.55116053266839,0.246,1.23,2024-10-09 06:33:00.572961+00:00,29.75286351275281
59.07916237524516,0.209,1.086,2024-10-09 04:24:28.439631+00:00,27.897122617275453
46.10945649637874,0.264,1.038,2024-10-06 16:07:07.769010+00:00,23.68519133180962
78.13861085121137,0.222,1.198,2024-10-09 05:29:14.339936+00:00,28.751668732479448
78.34278408084235,0.25,1.22,2024-10-09 05:57:01.359820+00:00,29.434300299570896
78.22668013602409,0.232,1.208,2024-10-09 05:46:00.057502+00:00,29.26743431557552
73.06713478539805,0.212,1.1460000000000001,2024-10-08 16:40:45.289413+00:00,26.18299896112294
78.25642066497129,0.292,1.21,2024-10-09 05:40:50.808933+00:00,29.146077435376355
73.22820455036229,0.244,1.169,2024-10-09 04:53:28.176812+00:00,28.402770202071405
79.70648753569441,0.232,1.225,2024-10-09 08:13:29.327234+00:00,29.82871206710115
77.69664941324704,0.222,1.195,2024-10-09 05:22:00.496483+00:00,28.76178175402456
60.96343632055915,0.387,1.363,2024-10-07 05:30:18.535937+00:00,26.99707711720839
80.07533464346149,0.599,1.661,2024-10-07 04:50:06.616247+00:00,27.79599344956223
78.33877312269136,0.23600000000000002,1.223,2024-10-09 05:57:48.597464+00:00,29.454526500985956
57.87041181951367,0.194,1.097,2024-10-09 04:23:10.539968+00:00,27.881953234696994
90.97894150156317,0.234,1.176,2024-10-09 02:46:34.690175+00:00,24.7065534795227
78.30114810195907,0.227,1.211,2024-10-09 05:50:59.036260+00:00,29.343282450828703
88.93267999368,0.257,1.185,2024-10-09 03:05:40.967184+00:00,26.102097196230897
51.70014472310542,0.189,1.036,2024-10-09 04:16:20.393047+00:00,27.522945278231056
77.69138536578468,0.298,1.205,2024-10-09 05:24:21.665626+00:00,28.766838265233673
46.639921444891385,0.275,1.0230000000000001,2024-10-06 15:59:26.350820+00:00,23.548673528642393
78.6012903014945,0.246,1.23,2024-10-09 06:41:25.377921+00:00,29.80848577953875
60.37516952289975,0.374,1.375,2024-10-07 05:23:08.012349+00:00,26.678523896826665
79.32833926893711,0.252,1.183,2024-10-08 17:17:47.643642+00:00,26.880779775889824
78.3179540305475,0.266,1.217,2024-10-09 05:54:55.260938+00:00,29.40901755435043
53.36326550167424,0.28500000000000003,1.208,2024-10-07 05:19:51.127505+00:00,26.258844433375636
80.16099071409133,0.607,1.6500000000000001,2024-10-07 05:03:37.564125+00:00,27.998251901404
75.13116415342839,0.229,1.164,2024-10-08 16:48:34.357515+00:00,26.42064832637552
80.1994035955156,0.578,1.669,2024-10-07 05:06:07.425314+00:00,28.04881658712402
50.3726750383091,0.46,1.231,2024-10-06 16:20:01.700934+00:00,24.85824194001616
80.08073247292889,0.594,1.6480000000000001,2024-10-07 04:59:39.717165+00:00,27.922404927393654
47.95165782584125,0.247,1.07,2024-10-07 05:16:49.918845+00:00,26.304351748159387
80.5588459939942,0.215,1.201,2024-10-08 17:33:51.377699+00:00,26.93134381841519
78.6523886883853,0.232,1.163,2024-10-08 17:11:19.248414+00:00,26.84032856282429
76.29218852352822,0.25,1.205,2024-10-09 05:11:33.655816+00:00,28.66570809634868
76.13705742427707,0.212,1.171,2024-10-08 16:53:59.478560+00:00,26.5622269772226
79.52009284626261,0.25,1.215,2024-10-09 08:01:19.438524+00:00,29.843881785828852
78.87973511603421,0.217,1.182,2024-10-08 17:13:59.820288+00:00,26.855497765541077
79.7519855239188,0.25,1.231,2024-10-09 08:16:29.286241+00:00,29.82871206710115
78.71906920340184,0.245,1.238,2024-10-09 07:03:47.706519+00:00,29.924786996614422
84.66554222876451,0.274,1.223,2024-10-09 03:54:52.633468+00:00,27.876896774419585
79.66710829035402,0.231,1.218,2024-10-09 08:11:38.200606+00:00,29.833768639719345
74.42617015216732,0.219,1.186,2024-10-09 04:57:48.823967+00:00,28.246019139519195
78.84594125392972,0.23,1.221,2024-10-09 07:15:02.239708+00:00,29.945013310952344
71.36961797052197,0.21,1.118,2024-10-08 16:35:31.206325+00:00,26.000970094889635
85.13265640766016,0.229,1.214,2024-10-09 03:50:44.103347+00:00,27.740372456941987
78.96458587296381,0.23,1.233,2024-10-09 07:27:15.705680+00:00,29.934900153201305
77.04774320042613,0.29,1.202,2024-10-09 05:16:21.031387+00:00,28.670764602028065
89.22773190754458,0.231,1.2,2024-10-09 03:03:06.626655+00:00,25.970631987188245
78.47451560827585,0.225,1.209,2024-10-09 06:19:25.687017+00:00,29.65173220881843
78.7487846097451,0.232,1.218,2024-10-09 07:08:37.452179+00:00,29.939956731931307
80.27116317497294,0.228,1.182,2024-10-08 17:29:21.759774+00:00,26.936400224268436
78.83456079679257,0.248,1.223,2024-10-09 07:13:01.097189+00:00,29.945013310952344
53.206825702567926,0.455,1.31,2024-10-06 16:23:11.262472+00:00,25.18690116966609
78.07091090376301,0.23,1.207,2024-10-09 05:26:16.750858+00:00,28.756725243106484
87.56759592696814,0.293,1.209,2024-10-09 03:17:26.641874+00:00,26.658298334531718
79.87939291293821,0.5680000000000001,1.6600000000000001,2024-10-07 04:28:33.369479+00:00,27.8212757305766
89.99929313973398,0.23,1.188,2024-10-09 02:56:20.413786+00:00,25.52567427796894
61.99341574551679,0.392,1.3880000000000001,2024-10-07 05:31:00.032670+00:00,27.027415579394436
78.41178072811185,0.225,1.207,2024-10-09 06:09:00.561429+00:00,29.58094036533148
69.78480554168617,0.228,1.174,2024-10-09 04:42:41.836002+00:00,28.412883183453232
85.96432130252151,0.226,1.203,2024-10-09 03:38:23.125569+00:00,27.244841531669955
79.30168420190432,0.231,1.223,2024-10-09 07:49:57.718821+00:00,29.88433438190841
85.07148258499647,0.229,1.215,2024-10-09 03:50:59.669208+00:00,27.750485362071778
